ind_id;nr_rapp;question;name_short;name_long;type;sourse;geo_cat;cat_type;cat_code;aim_direction;period_order;period;sex_all;comment;value;n;ci_low;ci_high
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Stockholm;LAN;1;0;0;2017;Totalt;;26298.39965;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Sodermanland;LAN;4;0;0;2017;Totalt;;24858.67654;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Uppsala;LAN;3;0;0;2017;Totalt;;24625.22655;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Varmland;LAN;17;0;0;2017;Totalt;;24943.00532;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasterbotten;LAN;24;0;0;2017;Totalt;;26773.99324;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasternorrland;LAN;22;0;0;2017;Totalt;;25552.66186;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastmanland;LAN;19;0;0;2017;Totalt;;25154.84414;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastra Gotaland;LAN;14;0;0;2017;Totalt;;24730.17509;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;orebro;LAN;18;0;0;2017;Totalt;;25510.49725;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;ostergotland;LAN;5;0;0;2017;Totalt;;24640.6246;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Blekinge;LAN;10;0;-1;2016;Totalt;;26272.01503;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Dalarna;LAN;20;0;-1;2016;Totalt;;24471.89074;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gotland;LAN;9;0;-1;2016;Totalt;;26713.35767;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gavleborg;LAN;21;0;-1;2016;Totalt;;25334.64308;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Halland;LAN;13;0;-1;2016;Totalt;;25081.88752;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Jamtland;LAN;23;0;-1;2016;Totalt;;26577.95758;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Jonkoping;LAN;6;0;-1;2016;Totalt;;24859.61302;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Kalmar;LAN;8;0;-1;2016;Totalt;;24517.8957;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Kronoberg;LAN;7;0;-1;2016;Totalt;;25462.70187;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Norrbotten;LAN;25;0;-1;2016;Totalt;;26372.47761;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;RIKET;RR;46;0;-1;2016;Totalt;;25165.91872;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Skane;LAN;12;0;-1;2016;Totalt;;24468.66239;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Stockholm;LAN;1;0;-1;2016;Totalt;;26689.29787;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Sodermanland;LAN;4;0;-1;2016;Totalt;;24175.17285;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Uppsala;LAN;3;0;-1;2016;Totalt;;24614.95745;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Varmland;LAN;17;0;-1;2016;Totalt;;24575.89563;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasterbotten;LAN;24;0;-1;2016;Totalt;;26206.05591;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasternorrland;LAN;22;0;-1;2016;Totalt;;25779.36787;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastmanland;LAN;19;0;-1;2016;Totalt;;25065.038;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastra Gotaland;LAN;14;0;-1;2016;Totalt;;23872.69425;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;orebro;LAN;18;0;-1;2016;Totalt;;25161.19981;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;ostergotland;LAN;5;0;-1;2016;Totalt;;24317.97893;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Blekinge;LAN;10;0;-2;2015;Totalt;;25685.14523;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Dalarna;LAN;20;0;-2;2015;Totalt;;25219.04755;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gotland;LAN;9;0;-2;2015;Totalt;;27100.96705;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gavleborg;LAN;21;0;-2;2015;Totalt;;25155.76923;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Halland;LAN;13;0;-2;2015;Totalt;;24952.89094;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Jamtland;LAN;23;0;-2;2015;Totalt;;26897.20157;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Jonkoping;LAN;6;0;-2;2015;Totalt;;24722.79804;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Kalmar;LAN;8;0;-2;2015;Totalt;;24232.4476;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Kronoberg;LAN;7;0;-2;2015;Totalt;;25322.48286;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Norrbotten;LAN;25;0;-2;2015;Totalt;;25703.90292;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;RIKET;RR;46;0;-2;2015;Totalt;;25030.85414;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Skane;LAN;12;0;-2;2015;Totalt;;24029.50688;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Stockholm;LAN;1;0;-2;2015;Totalt;;26463.66653;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Sodermanland;LAN;4;0;-2;2015;Totalt;;23871.52713;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Uppsala;LAN;3;0;-2;2015;Totalt;;25715.69579;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Varmland;LAN;17;0;-2;2015;Totalt;;25131.43767;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasterbotten;LAN;24;0;-2;2015;Totalt;;26264.55941;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vasternorrland;LAN;22;0;-2;2015;Totalt;;25119.33127;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastmanland;LAN;19;0;-2;2015;Totalt;;24721.71666;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Vastra Gotaland;LAN;14;0;-2;2015;Totalt;;23832.18111;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;orebro;LAN;18;0;-2;2015;Totalt;;25448.61844;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;ostergotland;LAN;5;0;-2;2015;Totalt;;23732.16258;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Blekinge;LAN;10;0;-3;2014;Totalt;;25303.62764;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Dalarna;LAN;20;0;-3;2014;Totalt;;25048.96899;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gotland;LAN;9;0;-3;2014;Totalt;;25394.69008;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Gavleborg;LAN;21;0;-3;2014;Totalt;;24579.55592;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Halland;LAN;13;0;-3;2014;Totalt;;24671.33809;;;
35;1;Hur mycket betalar vi for halso- och sjukvarden?;Landstingens halso- och sjukvardskostnad (strukturjusterad);Landstingens strukturjusterade halso- och sjukvardskostnader per invanare. Primarvardsansluten hemsjukvard, tandvard och omstruktureringskostnader ar exkluderade;Kronor;Sveriges Kommuner och Landsting och Statistiska centralbyran;Jamtland;LAN;23;0;-3;2014;Totalt;;25763.18024;;;
